"subj","block","runTrial","wav","syllable","speaker","correctanswer_tone","response","RT","condition","acc"
3101,1,1,"di4-iN.wav","di","i",4,1,0.97235479997471,"Hard",0
3101,1,2,"bu1-iN.wav","bu","i",1,1,0.617021099897102,"Hard",1
3101,1,3,"mi1-iN.wav","mi","i",1,3,0.789411199977621,"Hard",0
3101,1,4,"mi4-aN.wav","mi","a",4,4,0.365245799999684,"Hard",1
3101,1,5,"mi3-iN.wav","mi","i",3,3,0.33406320004724,"Hard",1
3101,1,6,"lu1-iN.wav","lu","i",1,1,0.3348105000332,"Hard",1
3101,1,7,"ma3-aN.wav","ma","a",3,2,1.33157219993882,"Hard",0
3101,1,8,"lu4-iN.wav","lu","i",4,1,0.925130299990997,"Hard",0
3101,1,9,"di3-iN.wav","di","i",3,3,0.35842730011791,"Hard",1
3101,1,10,"mi3-aN.wav","mi","a",3,3,0.325418399879709,"Hard",1
3101,1,11,"ma2-aN.wav","ma","a",2,4,0.303117600036785,"Hard",0
3101,1,12,"di1-iN.wav","di","i",1,4,0.273444400168955,"Hard",0
3101,1,13,"ma4-iN.wav","ma","i",4,2,0.526728000026196,"Hard",0
3101,1,14,"ma1-aN.wav","ma","a",1,2,0.294094000011683,"Hard",0
3101,1,15,"di2-iN.wav","di","i",2,3,0.290888600051403,"Hard",0
3101,1,16,"bu3-iN.wav","bu","i",3,1,0.677447099937126,"Hard",0
3101,1,17,"di2-aN.wav","di","a",2,2,0.652854399988428,"Hard",1
3101,1,18,"bu2-iN.wav","bu","i",2,1,0.289027099963278,"Hard",0
3101,1,19,"lu2-iN.wav","lu","i",2,1,0.414492100011557,"Hard",0
3101,1,20,"bu1-aN.wav","bu","a",1,1,0.561729399953038,"Hard",1
3101,1,21,"di1-aN.wav","di","a",1,2,0.344998300075531,"Hard",0
3101,1,22,"bu3-aN.wav","bu","a",3,3,0.443260899977759,"Hard",1
3101,1,23,"lu1-aN.wav","lu","a",1,1,0.347040200140327,"Hard",1
3101,1,24,"mi2-aN.wav","mi","a",2,4,0.284291699994355,"Hard",0
3101,1,25,"lu4-aN.wav","lu","a",4,2,0.552423600107431,"Hard",0
3101,1,26,"bu4-aN.wav","bu","a",4,1,0.462441700045019,"Hard",0
3101,1,27,"lu3-iN.wav","lu","i",3,3,0.299363599857315,"Hard",1
3101,1,28,"bu2-aN.wav","bu","a",2,1,3.53788509988226,"Hard",0
3101,1,29,"lu2-aN.wav","lu","a",2,1,0.49141709995456,"Hard",0
3101,1,30,"ma4-aN.wav","ma","a",4,4,0.386805300135165,"Hard",1
3101,1,31,"mi4-iN.wav","mi","i",4,2,0.411396299954504,"Hard",0
3101,1,32,"ma1-iN.wav","ma","i",1,4,0.478164399974048,"Hard",0
3101,1,33,"lu3-aN.wav","lu","a",3,3,0.476077500032261,"Hard",1
3101,1,34,"di3-aN.wav","di","a",3,3,0.325622299918905,"Hard",1
3101,1,35,"bu4-iN.wav","bu","i",4,1,0.233421399956569,"Hard",0
3101,1,36,"ma2-iN.wav","ma","i",2,4,0.658219299977645,"Hard",0
3101,1,37,"ma3-iN.wav","ma","i",3,2,1.93464680016041,"Hard",0
3101,1,38,"mi1-aN.wav","mi","a",1,1,0.661346100037917,"Hard",1
3101,1,39,"mi2-iN.wav","mi","i",2,2,0.819078400032595,"Hard",1
3101,1,40,"di4-aN.wav","di","a",4,1,0.562257699901238,"Hard",0
3101,2,41,"mi2-iN.wav","mi","i",2,2,0.580412899842486,"Hard",1
3101,2,42,"bu1-aN.wav","bu","a",1,1,0.258092599920928,"Hard",1
3101,2,43,"lu1-aN.wav","lu","a",1,1,0.87584330001846,"Hard",1
3101,2,44,"ma3-iN.wav","ma","i",3,2,0.552215600153431,"Hard",0
3101,2,45,"ma3-aN.wav","ma","a",3,4,0.239690999966115,"Hard",0
3101,2,46,"mi3-iN.wav","mi","i",3,3,0.377936500124633,"Hard",1
3101,2,47,"bu4-aN.wav","bu","a",4,2,0.323193300049752,"Hard",0
3101,2,48,"lu3-aN.wav","lu","a",3,3,1.54257330019027,"Hard",1
3101,2,49,"ma4-aN.wav","ma","a",4,4,0.238715399987996,"Hard",1
3101,2,50,"mi4-iN.wav","mi","i",4,2,0.28725489997305,"Hard",0
3101,2,51,"di2-aN.wav","di","a",2,2,2.05791360000148,"Hard",1
3101,2,52,"bu2-iN.wav","bu","i",2,2,1.73867539991625,"Hard",1
3101,2,53,"di2-iN.wav","di","i",2,2,0.353907999815419,"Hard",1
3101,2,54,"di3-iN.wav","di","i",3,3,0.386074199806899,"Hard",1
3101,2,55,"di4-iN.wav","di","i",4,4,1.00984710012563,"Hard",1
3101,2,56,"bu4-iN.wav","bu","i",4,4,0.81415839982219,"Hard",1
3101,2,57,"mi4-aN.wav","mi","a",4,2,1.8738448000513,"Hard",0
3101,2,58,"lu4-aN.wav","lu","a",4,4,0.296373400138691,"Hard",1
3101,2,59,"mi1-aN.wav","mi","a",1,2,0.404978899983689,"Hard",0
3101,2,60,"mi2-aN.wav","mi","a",2,2,0.305186600191519,"Hard",1
3101,2,61,"di3-aN.wav","di","a",3,3,0.293484299909323,"Hard",1
3101,2,62,"ma1-aN.wav","ma","a",1,4,0.397545099956915,"Hard",0
3101,2,63,"lu4-iN.wav","lu","i",4,4,0.273160699987784,"Hard",1
3101,2,64,"lu2-iN.wav","lu","i",2,2,0.5641645998694,"Hard",1
3101,2,65,"bu2-aN.wav","bu","a",2,2,0.320686899824068,"Hard",1
3101,2,66,"ma4-iN.wav","ma","i",4,4,0.528067300096154,"Hard",1
3101,2,67,"mi3-aN.wav","mi","a",3,3,0.336366600124165,"Hard",1
3101,2,68,"bu3-iN.wav","bu","i",3,3,0.26420500013046,"Hard",1
3101,2,69,"lu3-iN.wav","lu","i",3,3,0.38040960021317,"Hard",1
3101,2,70,"di1-iN.wav","di","i",1,4,0.64984150021337,"Hard",0
3101,2,71,"mi1-iN.wav","mi","i",1,1,0.252489499980584,"Hard",1
3101,2,72,"lu2-aN.wav","lu","a",2,2,0.390811099903658,"Hard",1
3101,2,73,"di1-aN.wav","di","a",1,4,1.10137840011157,"Hard",0
3101,2,74,"ma2-iN.wav","ma","i",2,1,0.585590899921954,"Hard",0
3101,2,75,"ma2-aN.wav","ma","a",2,1,3.87013059994206,"Hard",0
3101,2,76,"bu1-iN.wav","bu","i",1,1,0.493459899909794,"Hard",1
3101,2,77,"ma1-iN.wav","ma","i",1,4,1.01049140002578,"Hard",0
3101,2,78,"bu3-aN.wav","bu","a",3,3,0.600100299809128,"Hard",1
3101,2,79,"lu1-iN.wav","lu","i",1,4,0.497418300015852,"Hard",0
3101,2,80,"di4-aN.wav","di","a",4,1,0.659045999869704,"Hard",0
3101,3,81,"di4-iN.wav","di","i",4,4,0.351705699926242,"Hard",1
3101,3,82,"di2-aN.wav","di","a",2,2,0.349714700132608,"Hard",1
3101,3,83,"lu1-aN.wav","lu","a",1,1,0.267261700006202,"Hard",1
3101,3,84,"bu3-iN.wav","bu","i",3,3,0.229133099783212,"Hard",1
3101,3,85,"di3-aN.wav","di","a",3,3,0.33537089987658,"Hard",1
3101,3,86,"mi3-aN.wav","mi","a",3,3,0.263292900053784,"Hard",1
3101,3,87,"lu2-iN.wav","lu","i",2,2,0.283709899988025,"Hard",1
3101,3,88,"lu4-iN.wav","lu","i",4,1,0.766783999977633,"Hard",0
3101,3,89,"di2-iN.wav","di","i",2,4,0.278828599955887,"Hard",0
3101,3,90,"ma1-iN.wav","ma","i",1,4,1.06319050001912,"Hard",0
3101,3,91,"lu4-aN.wav","lu","a",4,4,1.89606189983897,"Hard",1
3101,3,92,"bu4-iN.wav","bu","i",4,1,0.351389900082722,"Hard",0
3101,3,93,"mi2-aN.wav","mi","a",2,2,0.432995300041512,"Hard",1
3101,3,94,"ma2-iN.wav","ma","i",2,2,2.70351419993676,"Hard",1
3101,3,95,"di4-aN.wav","di","a",4,1,0.426171900006011,"Hard",0
3101,3,96,"ma1-aN.wav","ma","a",1,1,0.268728099996224,"Hard",1
3101,3,97,"bu2-iN.wav","bu","i",2,2,0.231332799885422,"Hard",1
3101,3,98,"mi2-iN.wav","mi","i",2,2,0.308821500046179,"Hard",1
3101,3,99,"mi1-aN.wav","mi","a",1,4,4.98932610009797,"Hard",0
3101,3,100,"lu3-iN.wav","lu","i",3,3,0.518076499924064,"Hard",1
3101,3,101,"di1-aN.wav","di","a",1,1,0.485657299868762,"Hard",1
3101,3,102,"mi4-iN.wav","mi","i",4,4,0.207442499930039,"Hard",1
3101,3,103,"bu2-aN.wav","bu","a",2,2,0.460147499805316,"Hard",1
3101,3,104,"lu1-iN.wav","lu","i",1,1,1.31910050008446,"Hard",1
3101,3,105,"ma4-iN.wav","ma","i",4,4,0.503095799824223,"Hard",1
3101,3,106,"bu1-aN.wav","bu","a",1,4,0.413820900022984,"Hard",0
3101,3,107,"bu3-aN.wav","bu","a",3,3,0.300657200161368,"Hard",1
3101,3,108,"di3-iN.wav","di","i",3,3,1.56011549988762,"Hard",1
3101,3,109,"lu2-aN.wav","lu","a",2,2,1.88134659989737,"Hard",1
3101,3,110,"ma4-aN.wav","ma","a",4,4,0.264750099973753,"Hard",1
3101,3,111,"ma3-aN.wav","ma","a",3,2,0.238844899926335,"Hard",0
3101,3,112,"bu1-iN.wav","bu","i",1,1,0.472089999821037,"Hard",1
3101,3,113,"bu4-aN.wav","bu","a",4,4,2.14332569995895,"Hard",1
3101,3,114,"di1-iN.wav","di","i",1,1,0.00571480020880699,"Hard",1
3101,3,115,"mi3-iN.wav","mi","i",3,3,0.327637899899855,"Hard",1
3101,3,116,"mi1-iN.wav","mi","i",1,1,0.312231699936092,"Hard",1
3101,3,117,"lu3-aN.wav","lu","a",3,3,0.262055299943313,"Hard",1
3101,3,118,"ma3-iN.wav","ma","i",3,3,0.281166299944744,"Hard",1
3101,3,119,"ma2-aN.wav","ma","a",2,2,4.39445320004597,"Hard",1
3101,3,120,"mi4-aN.wav","mi","a",4,4,0.476350999902934,"Hard",1
3101,4,121,"lu3-aN.wav","lu","a",3,3,0.377508899895474,"Hard",1
3101,4,122,"bu4-aN.wav","bu","a",4,4,0.63709620013833,"Hard",1
3101,4,123,"lu4-aN.wav","lu","a",4,4,0.33582179993391,"Hard",1
3101,4,124,"bu3-aN.wav","bu","a",3,2,0.570439500035718,"Hard",0
3101,4,125,"di2-iN.wav","di","i",2,1,0.382388999918476,"Hard",0
3101,4,126,"lu2-aN.wav","lu","a",2,2,0.266166399931535,"Hard",1
3101,4,127,"mi4-aN.wav","mi","a",4,1,3.74874250008725,"Hard",0
3101,4,128,"ma2-iN.wav","ma","i",2,1,1.6151318999473,"Hard",0
3101,4,129,"ma1-aN.wav","ma","a",1,1,0.479626700049266,"Hard",1
3101,4,130,"bu1-aN.wav","bu","a",1,4,0.289404099807143,"Hard",0
3101,4,131,"bu4-iN.wav","bu","i",4,1,3.0956020001322,"Hard",0
3101,4,132,"bu1-iN.wav","bu","i",1,4,0.409934200113639,"Hard",0
3101,4,133,"bu3-iN.wav","bu","i",3,3,0.242740900022909,"Hard",1
3101,4,134,"ma3-iN.wav","ma","i",3,3,0.439763200003654,"Hard",1
3101,4,135,"mi3-aN.wav","mi","a",3,2,3.3706529000774,"Hard",0
3101,4,136,"di2-aN.wav","di","a",2,1,3.85269140009768,"Hard",0
3101,4,137,"di3-iN.wav","di","i",3,3,0.498582400148734,"Hard",1
3101,4,138,"di1-iN.wav","di","i",1,1,0.434946699999273,"Hard",1
3101,4,139,"lu1-aN.wav","lu","a",1,4,0.297550300136209,"Hard",0
3101,4,140,"lu3-iN.wav","lu","i",3,3,0.476598800159991,"Hard",1
3101,4,141,"mi1-iN.wav","mi","i",1,4,0.292986799962819,"Hard",0
3101,4,142,"di4-iN.wav","di","i",4,4,0.334564700024202,"Hard",1
3101,4,143,"mi2-iN.wav","mi","i",2,2,0.256367400055751,"Hard",1
3101,4,144,"mi1-aN.wav","mi","a",1,1,0.527171800145879,"Hard",1
3101,4,145,"ma1-iN.wav","ma","i",1,4,0.146436699898914,"Hard",0
3101,4,146,"mi3-iN.wav","mi","i",3,3,1.45584330009297,"Hard",1
3101,4,147,"lu4-iN.wav","lu","i",4,4,0.247993600089103,"Hard",1
3101,4,148,"bu2-aN.wav","bu","a",2,2,0.345278599997982,"Hard",1
3101,4,149,"lu1-iN.wav","lu","i",1,4,0.330401600105688,"Hard",0
3101,4,150,"ma4-iN.wav","ma","i",4,4,0.298049000091851,"Hard",1
3101,4,151,"bu2-iN.wav","bu","i",2,1,0.515186400152743,"Hard",0
3101,4,152,"ma4-aN.wav","ma","a",4,4,0.532332499977201,"Hard",1
3101,4,153,"lu2-iN.wav","lu","i",2,2,3.70685889991,"Hard",1
3101,4,154,"mi4-iN.wav","mi","i",4,4,0.229123000055552,"Hard",1
3101,4,155,"di3-aN.wav","di","a",3,3,0.46960090007633,"Hard",1
3101,4,156,"ma2-aN.wav","ma","a",2,2,0.01662139990367,"Hard",1
3101,4,157,"mi2-aN.wav","mi","a",2,2,0.395676899934188,"Hard",1
3101,4,158,"di1-aN.wav","di","a",1,1,1.15501350001432,"Hard",1
3101,4,159,"di4-aN.wav","di","a",4,4,0.330091399839148,"Hard",1
3101,4,160,"ma3-aN.wav","ma","a",3,2,0.271295699989423,"Hard",0
3101,5,161,"ma1-iN.wav","ma","i",1,1,0.771463799988851,"Hard",1
3101,5,162,"bu2-iN.wav","bu","i",2,2,0.259546899935231,"Hard",1
3101,5,163,"ma4-iN.wav","ma","i",4,4,0.0539680998772383,"Hard",1
3101,5,164,"mi4-iN.wav","mi","i",4,4,0.285095500061288,"Hard",1
3101,5,165,"ma2-iN.wav","ma","i",2,2,0.256093800067902,"Hard",1
3101,5,166,"lu2-iN.wav","lu","i",2,2,0.231338399928063,"Hard",1
3101,5,167,"bu3-aN.wav","bu","a",3,4,3.64501620014198,"Hard",0
3101,5,168,"mi4-aN.wav","mi","a",4,4,0.196045699995011,"Hard",1
3101,5,169,"lu3-iN.wav","lu","i",3,3,0.240290499990806,"Hard",1
3101,5,170,"bu2-aN.wav","bu","a",2,2,0.260077300015837,"Hard",1
3101,5,171,"di3-iN.wav","di","i",3,3,0.52712139999494,"Hard",1
3101,5,172,"di2-aN.wav","di","a",2,2,3.8829663998913,"Hard",1
3101,5,173,"lu4-iN.wav","lu","i",4,4,3.37592220003717,"Hard",1
3101,5,174,"mi2-aN.wav","mi","a",2,2,0.24511510017328,"Hard",1
3101,5,175,"di1-aN.wav","di","a",1,1,0.313506300095469,"Hard",1
3101,5,176,"mi3-aN.wav","mi","a",3,3,0.522242800099775,"Hard",1
3101,5,177,"bu4-iN.wav","bu","i",4,1,0.680823300033808,"Hard",0
3101,5,178,"lu3-aN.wav","lu","a",3,3,0.344797400059178,"Hard",1
3101,5,179,"mi2-iN.wav","mi","i",2,2,0.24502220004797,"Hard",1
3101,5,180,"bu4-aN.wav","bu","a",4,1,3.43956919992343,"Hard",0
3101,5,181,"lu4-aN.wav","lu","a",4,4,0.395675500156358,"Hard",1
3101,5,182,"di3-aN.wav","di","a",3,3,0.471744799986482,"Hard",1
3101,5,183,"di2-iN.wav","di","i",2,2,0.0899755000136793,"Hard",1
3101,5,184,"ma4-aN.wav","ma","a",4,4,0.417630400042981,"Hard",1
3101,5,185,"bu1-iN.wav","bu","i",1,1,2.71469970000908,"Hard",1
3101,5,186,"lu1-aN.wav","lu","a",1,4,0.439801899949089,"Hard",0
3101,5,187,"bu3-iN.wav","bu","i",3,3,0.515228599775583,"Hard",1
3101,5,188,"mi1-aN.wav","mi","a",1,1,0.549192199949175,"Hard",1
3101,5,189,"di4-iN.wav","di","i",4,4,0.441078700125217,"Hard",1
3101,5,190,"lu2-aN.wav","lu","a",2,2,0.299459400121123,"Hard",1
3101,5,191,"di1-iN.wav","di","i",1,1,0.52170899999328,"Hard",1
3101,5,192,"mi3-iN.wav","mi","i",3,3,3.57637579995207,"Hard",1
3101,5,193,"lu1-iN.wav","lu","i",1,4,1.4342220001854,"Hard",0
3101,5,194,"mi1-iN.wav","mi","i",1,1,3.84536190005019,"Hard",1
3101,5,195,"ma2-aN.wav","ma","a",2,2,0.295595400035381,"Hard",1
3101,5,196,"ma3-iN.wav","ma","i",3,3,0.326770599931479,"Hard",1
3101,5,197,"di4-aN.wav","di","a",4,4,1.81099610007368,"Hard",1
3101,5,198,"ma1-aN.wav","ma","a",1,1,3.01430479995906,"Hard",1
3101,5,199,"bu1-aN.wav","bu","a",1,1,1.22844990016893,"Hard",1
3101,5,200,"ma3-aN.wav","ma","a",3,2,5.11948939994909,"Hard",0
3102,1,1,"bu1-aN.wav","bu","a",1,1,1.02374279987998,"Easy",1
3102,1,2,"bu1-iN.wav","bu","i",1,1,1.01207840000279,"Easy",1
3102,1,3,"di2-aN.wav","di","a",2,2,0.913388899993151,"Easy",1
3102,1,4,"ma2-aN.wav","ma","a",2,3,1.13532390003093,"Easy",0
3102,1,5,"lu4-aN.wav","lu","a",4,3,1.22312389989384,"Easy",0
3102,1,6,"lu3-iN.wav","lu","i",3,4,0.938134000170976,"Easy",0
3102,1,7,"bu4-aN.wav","bu","a",4,1,0.687498999992386,"Easy",0
3102,1,8,"bu3-iN.wav","bu","i",3,1,4.62469500000589,"Easy",0
3102,1,9,"ma4-iN.wav","ma","i",4,4,1.55797979980707,"Easy",1
3102,1,10,"lu2-iN.wav","lu","i",2,3,1.15988910011947,"Easy",0
3102,1,11,"ma1-iN.wav","ma","i",1,4,0.379830100107938,"Easy",0
3102,1,12,"bu3-aN.wav","bu","a",3,1,0.141076900064945,"Easy",0
3102,1,13,"ma4-aN.wav","ma","a",4,4,0.794716599863023,"Easy",1
3102,1,14,"mi1-iN.wav","mi","i",1,2,0.811331500066444,"Easy",0
3102,1,15,"mi1-aN.wav","mi","a",1,2,0.794544399948791,"Easy",0
3102,1,16,"di2-iN.wav","di","i",2,2,0.624752599978819,"Easy",1
3102,1,17,"bu4-iN.wav","bu","i",4,2,0.52488959999755,"Easy",0
3102,1,18,"mi4-iN.wav","mi","i",4,3,0.729716500034556,"Easy",0
3102,1,19,"bu2-iN.wav","bu","i",2,1,0.657987199956551,"Easy",0
3102,1,20,"mi3-aN.wav","mi","a",3,1,0.958907499909401,"Easy",0
3102,1,21,"lu1-iN.wav","lu","i",1,1,0.564583900151774,"Easy",1
3102,1,22,"di4-aN.wav","di","a",4,2,0.0202276001218706,"Easy",0
3102,1,23,"lu2-aN.wav","lu","a",2,1,0.744680800009519,"Easy",0
3102,1,24,"mi2-iN.wav","mi","i",2,1,0.140261800028384,"Easy",0
3102,1,25,"ma3-aN.wav","ma","a",3,2,2.98116660001688,"Easy",0
3102,1,26,"di1-iN.wav","di","i",1,3,2.77171309990808,"Easy",0
3102,1,27,"ma1-aN.wav","ma","a",1,4,1.01310360012576,"Easy",0
3102,1,28,"mi3-iN.wav","mi","i",3,1,1.04125640005805,"Easy",0
3102,1,29,"di3-aN.wav","di","a",3,1,0.309752400033176,"Easy",0
3102,1,30,"lu3-aN.wav","lu","a",3,1,0.695377300027758,"Easy",0
3102,1,31,"lu1-aN.wav","lu","a",1,1,0.89411720004864,"Easy",1
3102,1,32,"bu2-aN.wav","bu","a",2,1,5.15184299997054,"Easy",0
3102,1,33,"di1-aN.wav","di","a",1,1,0.687553599942476,"Easy",1
3102,1,34,"lu4-iN.wav","lu","i",4,1,1.60876369988546,"Easy",0
3102,1,35,"mi2-aN.wav","mi","a",2,2,0.743360699852929,"Easy",1
3102,1,36,"di3-iN.wav","di","i",3,3,0.714768500067294,"Easy",1
3102,1,37,"mi4-aN.wav","mi","a",4,4,0.587489899946377,"Easy",1
3102,1,38,"ma2-iN.wav","ma","i",2,2,4.07481499994174,"Easy",1
3102,1,39,"ma3-iN.wav","ma","i",3,3,0.630122900009155,"Easy",1
3102,1,40,"di4-iN.wav","di","i",4,1,0.68779159989208,"Easy",0
3102,2,41,"ma3-iN.wav","ma","i",3,2,5.81818880001083,"Easy",0
3102,2,42,"bu4-iN.wav","bu","i",4,2,0.749985700007528,"Easy",0
3102,2,43,"lu1-aN.wav","lu","a",1,1,0.63346750009805,"Easy",1
3102,2,44,"mi3-aN.wav","mi","a",3,3,0.443014399847016,"Easy",1
3102,2,45,"bu1-aN.wav","bu","a",1,2,0.503253499977291,"Easy",0
3102,2,46,"bu2-iN.wav","bu","i",2,2,0.488842100137845,"Easy",1
3102,2,47,"di1-iN.wav","di","i",1,1,0.483886099886149,"Easy",1
3102,2,48,"di4-aN.wav","di","a",4,4,0.977369900094345,"Easy",1
3102,2,49,"di2-aN.wav","di","a",2,2,0.573113000020385,"Easy",1
3102,2,50,"mi4-aN.wav","mi","a",4,4,0.428454499924555,"Easy",1
3102,2,51,"di2-iN.wav","di","i",2,3,0.433862700127065,"Easy",0
3102,2,52,"bu3-aN.wav","bu","a",3,4,3.19974520010874,"Easy",0
3102,2,53,"bu1-iN.wav","bu","i",1,1,0.877047900110483,"Easy",1
3102,2,54,"lu4-iN.wav","lu","i",4,2,0.863443400012329,"Easy",0
3102,2,55,"ma4-aN.wav","ma","a",4,4,0.541992099955678,"Easy",1
3102,2,56,"mi1-aN.wav","mi","a",1,1,0.776880900142714,"Easy",1
3102,2,57,"bu3-iN.wav","bu","i",3,3,0.313453400041908,"Easy",1
3102,2,58,"ma1-aN.wav","ma","a",1,1,0.429848099825904,"Easy",1
3102,2,59,"di1-aN.wav","di","a",1,1,0.311226999852806,"Easy",1
3102,2,60,"mi3-iN.wav","mi","i",3,3,0.552615300053731,"Easy",1
3102,2,61,"di3-aN.wav","di","a",3,2,0.954945600125939,"Easy",0
3102,2,62,"lu2-aN.wav","lu","a",2,2,0.547552200034261,"Easy",1
3102,2,63,"ma3-aN.wav","ma","a",3,4,0.715631800005212,"Easy",0
3102,2,64,"di4-iN.wav","di","i",4,1,0.535373199963942,"Easy",0
3102,2,65,"mi2-aN.wav","mi","a",2,2,0.695108199957758,"Easy",1
3102,2,66,"ma4-iN.wav","ma","i",4,2,2.98892160016112,"Easy",0
3102,2,67,"lu4-aN.wav","lu","a",4,4,0.60174149996601,"Easy",1
3102,2,68,"lu3-iN.wav","lu","i",3,3,0.659119799965993,"Easy",1
3102,2,69,"ma2-iN.wav","ma","i",2,2,0.4683596000541,"Easy",1
3102,2,70,"lu2-iN.wav","lu","i",2,1,1.91060009994544,"Easy",0
3102,2,71,"mi4-iN.wav","mi","i",4,1,0.942906900076196,"Easy",0
3102,2,72,"lu3-aN.wav","lu","a",3,3,0.631826399825513,"Easy",1
3102,2,73,"bu2-aN.wav","bu","a",2,4,0.900233299937099,"Easy",0
3102,2,74,"mi1-iN.wav","mi","i",1,1,0.386276199948043,"Easy",1
3102,2,75,"ma2-aN.wav","ma","a",2,2,0.55214780010283,"Easy",1
3102,2,76,"ma1-iN.wav","ma","i",1,1,0.559174000052735,"Easy",1
3102,2,77,"bu4-aN.wav","bu","a",4,2,0.366790400119498,"Easy",0
3102,2,78,"di3-iN.wav","di","i",3,3,0.974271300015971,"Easy",1
3102,2,79,"mi2-iN.wav","mi","i",2,2,0.706942399963737,"Easy",1
3102,2,80,"lu1-iN.wav","lu","i",1,1,0.634889799868688,"Easy",1
3102,3,81,"mi1-aN.wav","mi","a",1,4,0.368208200205117,"Easy",0
3102,3,82,"di3-iN.wav","di","i",3,3,0.555203100200742,"Easy",1
3102,3,83,"ma4-aN.wav","ma","a",4,4,0.508063199929893,"Easy",1
3102,3,84,"mi2-iN.wav","mi","i",2,2,0.463204300031066,"Easy",1
3102,3,85,"mi1-iN.wav","mi","i",1,1,0.365696199936792,"Easy",1
3102,3,86,"lu1-aN.wav","lu","a",1,2,1.02547439979389,"Easy",0
3102,3,87,"mi4-aN.wav","mi","a",4,2,0.840613999869674,"Easy",0
3102,3,88,"lu3-iN.wav","lu","i",3,3,0.339097100077197,"Easy",1
3102,3,89,"ma1-iN.wav","ma","i",1,1,0.676075600087643,"Easy",1
3102,3,90,"ma3-aN.wav","ma","a",3,4,0.862543599912897,"Easy",0
3102,3,91,"ma2-iN.wav","ma","i",2,4,1.32655030000024,"Easy",0
3102,3,92,"di1-aN.wav","di","a",1,2,2.58575530000962,"Easy",0
3102,3,93,"mi2-aN.wav","mi","a",2,2,0.609954199986532,"Easy",1
3102,3,94,"bu2-iN.wav","bu","i",2,3,0.344785299850628,"Easy",0
3102,3,95,"bu2-aN.wav","bu","a",2,4,0.394326500128955,"Easy",0
3102,3,96,"lu2-aN.wav","lu","a",2,2,1.51823369995691,"Easy",1
3102,3,97,"bu1-iN.wav","bu","i",1,1,0.339683500118554,"Easy",1
3102,3,98,"lu1-iN.wav","lu","i",1,1,1.26768999989145,"Easy",1
3102,3,99,"di2-aN.wav","di","a",2,2,0.806345300050452,"Easy",1
3102,3,100,"bu4-iN.wav","bu","i",4,4,0.869094799971208,"Easy",1
3102,3,101,"di2-iN.wav","di","i",2,2,0.559812500141561,"Easy",1
3102,3,102,"ma1-aN.wav","ma","a",1,4,2.36222799983807,"Easy",0
3102,3,103,"bu3-aN.wav","bu","a",3,4,0.784680100157857,"Easy",0
3102,3,104,"bu3-iN.wav","bu","i",3,3,1.87962409993634,"Easy",1
3102,3,105,"mi4-iN.wav","mi","i",4,1,0.691598099889234,"Easy",0
3102,3,106,"bu4-aN.wav","bu","a",4,4,0.361349500017241,"Easy",1
3102,3,107,"bu1-aN.wav","bu","a",1,2,0.392037500161678,"Easy",0
3102,3,108,"ma4-iN.wav","ma","i",4,2,0.508859299821779,"Easy",0
3102,3,109,"lu3-aN.wav","lu","a",3,2,0.737619600025937,"Easy",0
3102,3,110,"mi3-aN.wav","mi","a",3,2,1.82337539992295,"Easy",0
3102,3,111,"ma3-iN.wav","ma","i",3,2,2.92374179977924,"Easy",0
3102,3,112,"mi3-iN.wav","mi","i",3,3,0.487006299896166,"Easy",1
3102,3,113,"lu2-iN.wav","lu","i",2,2,0.706008699955419,"Easy",1
3102,3,114,"di1-iN.wav","di","i",1,1,0.308275799965486,"Easy",1
3102,3,115,"di4-aN.wav","di","a",4,4,1.15850190003403,"Easy",1
3102,3,116,"ma2-aN.wav","ma","a",2,2,2.27742969989777,"Easy",1
3102,3,117,"di4-iN.wav","di","i",4,1,0.534511800156906,"Easy",0
3102,3,118,"di3-aN.wav","di","a",3,3,0.688844100106508,"Easy",1
3102,3,119,"lu4-aN.wav","lu","a",4,4,0.683124799979851,"Easy",1
3102,3,120,"lu4-iN.wav","lu","i",4,2,2.26809679996222,"Easy",0
3102,4,121,"di4-iN.wav","di","i",4,1,1.85783610004,"Easy",0
3102,4,122,"mi1-iN.wav","mi","i",1,2,1.09643639996648,"Easy",0
3102,4,123,"lu4-aN.wav","lu","a",4,4,0.282428900012746,"Easy",1
3102,4,124,"ma3-aN.wav","ma","a",3,3,0.866550300037488,"Easy",1
3102,4,125,"lu1-aN.wav","lu","a",1,1,0.575914399931207,"Easy",1
3102,4,126,"lu2-iN.wav","lu","i",2,2,0.716966500040144,"Easy",1
3102,4,127,"bu4-iN.wav","bu","i",4,4,5.26962050003931,"Easy",1
3102,4,128,"bu1-aN.wav","bu","a",1,4,0.721814400050789,"Easy",0
3102,4,129,"ma2-iN.wav","ma","i",2,2,1.88176499982364,"Easy",1
3102,4,130,"ma2-aN.wav","ma","a",2,4,1.37921170005575,"Easy",0
3102,4,131,"lu3-aN.wav","lu","a",3,2,0.583001099992543,"Easy",0
3102,4,132,"lu2-aN.wav","lu","a",2,1,0.689110199920833,"Easy",0
3102,4,133,"di1-iN.wav","di","i",1,1,0.478181599872187,"Easy",1
3102,4,134,"mi3-aN.wav","mi","a",3,3,0.167446500156075,"Easy",1
3102,4,135,"di4-aN.wav","di","a",4,4,5.77902320004068,"Easy",1
